features	pron	subj	arity
▯ is an e major chord _BIAS _RAKU_sa _2_RAKU_somsa _ARITY_1	hóq	sI	1
▯ is healing video game resource _BIAS _RAKU_ne _2_RAKU_somne _ARITY_1	hóq	sI	1
▯ is a leap year _BIAS _RAKU_nıaq _2_RAKU_somnıaq _ARITY_1	hóq	sI	1
▯ diagnoses inspects debugs ▯ to find out what s wrong with it in order to repair it _BIAS _RAKU_sı _2_RAKU_somsı _ARITY_2	hó	sI	2
▯ is a circle _BIAS _RAKU_na _2_RAKU_sona _ARITY_1	tá	sI	1
▯ is the case a little bit _BIAS _RAKU_no _2_RAKU_sono _ARITY_1	hóq	sP	1
▯ is a curio bric a brac object valued for being interesting or pretty _BIAS _RAKU_neq _2_RAKU_noneq _ARITY_1	máq	sI	1
▯ satisfies property ▯ the most _BIAS _RAKU_soq _ARITY_2	tá	sF	2
fork of official predicate ▯ among ▯ is the ▯ est ▯ among ▯ satisfies property ▯ the most _BIAS _RAKU_soq _ARITY_3	tá	sF	3
▯ among ▯ satisfies property ▯ the most _BIAS _RAKU_soq _ARITY_3	tá	sF	3
▯ is an aurora _BIAS _RAKU_gıo _2_RAKU_soqgıo _ARITY_1	máq	sI	1
▯ is a sponge tool material _BIAS _RAKU_ja _2_RAKU_soqja _ARITY_1	máq	sI	1
▯ is the sound a sponge makes _BIAS _RAKU_laq _2_RAKU_jalaq _ARITY_1	hóq	sI	1
▯ is tuff _BIAS _RAKU_pıo _2_RAKU_japıo _ARITY_1	máq	sI	1
▯ is limited in time finite transient fleeting ▯ has a time limit of ▯ _BIAS _RAKU_daq _2_RAKU_nedaq _ARITY_2	tá	sF	2
▯ is a e 5 or d 5 chord _BIAS _RAKU_fe _2_RAKU_raqfe _ARITY_1	hóq	sI	1
▯ is a e sus2 or d sus2 chord _BIAS _RAKU_gu _2_RAKU_raqgu _ARITY_1	hóq	sI	1
▯ is a e sus4 or d sus4 chord _BIAS _RAKU_jo _2_RAKU_raqjo _ARITY_1	hóq	sI	1
▯ is a e dim or d dim chord _BIAS _RAKU_ke _2_RAKU_raqke _ARITY_1	hóq	sI	1
▯ is a e min or d min chord _BIAS _RAKU_nu _2_RAKU_raqnu _ARITY_1	hóq	sI	1
▯ is a e aug or d aug chord _BIAS _RAKU_pı _2_RAKU_raqpı _ARITY_1	hóq	sI	1
▯ is a e maj or d maj chord _BIAS _RAKU_sa _2_RAKU_raqsa _ARITY_1	hóq	sI	1
▯ is a d5 chord _BIAS _RAKU_fe _2_RAKU_refe _ARITY_1	hóq	sI	1
▯ is a dsus2 chord _BIAS _RAKU_gu _2_RAKU_regu _ARITY_1	hóq	sI	1
▯ is a dsus4 chord _BIAS _RAKU_jo _2_RAKU_rejo _ARITY_1	hóq	sI	1
▯ is a ddim chord _BIAS _RAKU_ke _2_RAKU_reke _ARITY_1	hóq	sI	1
▯ is a d minor chord _BIAS _RAKU_nu _2_RAKU_renu _ARITY_1	hóq	sI	1
▯ is a daug chord _BIAS _RAKU_pı _2_RAKU_repı _ARITY_1	hóq	sI	1
▯ is a d major chord _BIAS _RAKU_sa _2_RAKU_resa _ARITY_1	hóq	sI	1
▯ sews stitches sutures ▯ with filament ▯ _BIAS _RAKU_rı _2_RAKU_sorı _ARITY_3	hó	sA	3
▯ is a sewing machine _BIAS _RAKU_kea _2_RAKU_rıkea _ARITY_1	máq	sI	1
▯ is a a 5 or g 5 chord _BIAS _RAKU_fe _2_RAKU_saqfe _ARITY_1	hóq	sI	1
▯ is a a sus2 or g sus2 chord _BIAS _RAKU_gu _2_RAKU_saqgu _ARITY_1	hóq	sI	1
▯ is a a sus4 or g sus4 chord _BIAS _RAKU_jo _2_RAKU_saqjo _ARITY_1	hóq	sI	1
▯ is a a dim or g dim chord _BIAS _RAKU_ke _2_RAKU_saqke _ARITY_1	hóq	sI	1
▯ is a a min or g min chord _BIAS _RAKU_nu _2_RAKU_saqnu _ARITY_1	hóq	sI	1
▯ is a a aug or g aug chord _BIAS _RAKU_pı _2_RAKU_saqpı _ARITY_1	hóq	sI	1
▯ is a a maj or g maj chord _BIAS _RAKU_sa _2_RAKU_saqsa _ARITY_1	hóq	sI	1
▯ is a b5 chord _BIAS _RAKU_fe _2_RAKU_sıfe _ARITY_1	hóq	sI	1
▯ is a bsus2 chord _BIAS _RAKU_gu _2_RAKU_sıgu _ARITY_1	hóq	sI	1
▯ is a bsus4 chord _BIAS _RAKU_jo _2_RAKU_sıjo _ARITY_1	hóq	sI	1
▯ is a bdim chord _BIAS _RAKU_ke _2_RAKU_sıke _ARITY_1	hóq	sI	1
▯ is a b minor chord _BIAS _RAKU_nu _2_RAKU_sınu _ARITY_1	hóq	sI	1
▯ is a baug chord _BIAS _RAKU_pı _2_RAKU_sıpı _ARITY_1	hóq	sI	1
▯ is a b major chord _BIAS _RAKU_sa _2_RAKU_sısa _ARITY_1	hóq	sI	1
▯ is a g5 chord _BIAS _RAKU_fe _2_RAKU_sofe _ARITY_1	hóq	sI	1
▯ is a gsus2 chord _BIAS _RAKU_gu _2_RAKU_sogu _ARITY_1	hóq	sI	1
▯ is a gsus4 chord _BIAS _RAKU_jo _2_RAKU_sojo _ARITY_1	hóq	sI	1
▯ is a gdim chord _BIAS _RAKU_ke _2_RAKU_soke _ARITY_1	hóq	sI	1
▯ is a g minor chord _BIAS _RAKU_nu _2_RAKU_sonu _ARITY_1	hóq	sI	1
▯ is a gaug chord _BIAS _RAKU_pı _2_RAKU_sopı _ARITY_1	hóq	sI	1
▯ is a g major chord _BIAS _RAKU_sa _2_RAKU_sosa _ARITY_1	hóq	sI	1
▯ is an emt _BIAS _RAKU_che _2_RAKU_goıche _ARITY_1	hó	sI	1
▯ is soy milk _BIAS _RAKU_noaı _2_RAKU_ꝡanoaı _ARITY_1	máq	sI	1
▯ is necessary for ▯ to happen _BIAS _RAKU_sua _ARITY_2	tá	sF	2
▯ is superfluous more than is necessary for ▯ to happen _BIAS _RAKU_huaq _2_RAKU_suahuaq _ARITY_2	tá	sF	2
▯ is fast quick _BIAS _RAKU_suaı _ARITY_1	hóq	sF	1
▯ is a fast food worker _BIAS _RAKU_che _2_RAKU_haqche _ARITY_1	hó	sI	1
▯ runs _BIAS _RAKU_koı _2_RAKU_suaıkoı _ARITY_1	hó	sA	1
▯ is in a hurry feeling the urge to quickly satisfy property ▯ _BIAS _RAKU_kuaı _2_RAKU_suaıkuaı _ARITY_2	hó	sI	2
▯ is a member of genus dromaius the emus _BIAS _RAKU_pue _2_RAKU_suaıpue _ARITY_1	hó	sI	1
▯ is an emulator virtualization software _BIAS _RAKU_rom _2_RAKU_suamrom _ARITY_1	hóq	sI	1
▯ is important _BIAS _RAKU_suao _ARITY_1	tá	sF	1
▯ is a vip _BIAS _RAKU_che _2_RAKU_suaoche _ARITY_1	hó	sI	1
▯ cares about ▯ ▯ considers ▯ important _BIAS _RAKU_jıe _2_RAKU_suaojıe _ARITY_2	hó	sI	2
▯ is worth esteem has dignity ▯ is worth esteem from ▯ _BIAS _RAKU_tıao _2_RAKU_jıetıao _ARITY_2	tá	sS	2
▯ deems ▯ to be important _BIAS _RAKU_mıu _2_RAKU_suaomıu _ARITY_2	hó	sI	2
▯ is a close dear friend of ▯ _BIAS _RAKU_paı _2_RAKU_suaopaı _ARITY_2	hó	sI	2
▯ sings _BIAS _RAKU_suaq _ARITY_1	hó	sA	1
▯ is a singer _BIAS _RAKU_che _2_RAKU_suaqche _ARITY_1	hó	sI	1
▯ is some song the sound of singing _BIAS _RAKU_laq _2_RAKU_suaqlaq _ARITY_1	máq	sI	1
▯ is may _BIAS _RAKU_soq _2_RAKU_suaqsoq _ARITY_1	hóq	sI	1
▯ is a summer season _BIAS _RAKU_tuq _2_RAKU_suaqtuq _ARITY_1	hóq	sE	1
▯ are the pleiades m45 star cluster _BIAS _RAKU_ru _2_RAKU_baru _ARITY_1 _CAPS	máq	sI	1
▯ is a sudachi citrus sudachi a kind of japanese citrus _BIAS _RAKU_zeo _2_RAKU_chızeo _ARITY_1	máq	sI	1
▯ requests that ▯ be the case _BIAS _RAKU_sue _ARITY_2	hó	sA	2
▯ asks ▯ to satisfy property ▯ _BIAS _RAKU_sue _ARITY_3	hó	sA	3
▯ commands ▯ to do ▯ ▯ issues to ▯ the order ▯ _BIAS _RAKU_caq _2_RAKU_suecaq _ARITY_3	hó	sA	3
▯ obeys ▯ s request or command of having property ▯ _BIAS _RAKU_cua _2_RAKU_suecua _ARITY_3	hó	sA	3
▯ gets things ▯ done handled taken care of _BIAS _RAKU_guıq _2_RAKU_sueıguıq _ARITY_2	hó	sA	2
▯ obeys ▯ _BIAS _RAKU_lıeı _2_RAKU_suelıeı _ARITY_2	hó	sI	2
▯ is a wave _BIAS _RAKU_sueq _ARITY_1	máq	sI	1
▯ is a wave _BIAS _RAKU_sueq _ARITY_1	máq	sI	1
▯ is a microwave _BIAS _RAKU_kea _2_RAKU_sueqkea _ARITY_1	máq	sI	1
▯ cooks is cooked through dielectric heating microwaved _BIAS _RAKU_loeq _2_RAKU_sueqloeq _ARITY_1	tá	sI	1
▯ undulates wobbles oscillates moves in waves _BIAS _RAKU_zuoı _2_RAKU_sueqzuoı _ARITY_1	máq	sI	1
▯ pertains to the culture of sweden kingdom of sweden _BIAS _RAKU_rıe _2_RAKU_suerıe _ARITY_1 _CAPS	tá	sF	1
▯ is the country sweden kingdom of sweden _BIAS _RAKU_gua _2_RAKU_rıegua _ARITY_1 _CAPS	máq	sI	1
▯ is a sweater _BIAS _RAKU_ta _2_RAKU_sueta _ARITY_1	máq	sI	1
▯ is a psychologist _BIAS _RAKU_che _2_RAKU_heche _ARITY_1	hó	sI	1
▯ is psychology _BIAS _RAKU_dıu _2_RAKU_hedıu _ARITY_1	hóq	sI	1
▯ is the field of psycholinguistics _BIAS _RAKU_dıu _2_RAKU_zudıu _ARITY_1	hóq	sI	1
▯ is yours 2nd 3rd person _BIAS _RAKU_bo _2_RAKU_hobo _ARITY_1	tá	sF	1
▯ is a pig _BIAS _RAKU_hu _2_RAKU_suhu _ARITY_1	hó	sI	1
▯ is pork pig meat _BIAS _RAKU_nueq _2_RAKU_hunueq _ARITY_1	máq	sI	1
▯ among ▯ satisfies property ▯ the least _BIAS _RAKU_suı _ARITY_3	tá	sF	3
▯ arranges orders sorts organizes ▯ _BIAS _RAKU_suım _ARITY_2	hó	sA	2
▯ is a secretary _BIAS _RAKU_che _2_RAKU_suımche _ARITY_1	hó	sI	1
▯ is tidy orderly _BIAS _RAKU_de _2_RAKU_suımde _ARITY_1	tá	sF	1
▯ is oll orientation of the last layer _BIAS _RAKU_gea _2_RAKU_suımgea _ARITY_1	hóq	sI	1
▯ is order _BIAS _RAKU_se _2_RAKU_suımse _ARITY_1	hóq	sI	1
▯ orders commissions requests ▯ _BIAS _RAKU_je _2_RAKU_suje _ARITY_2	hó	sA	2
▯ is y all s multiple listeners _BIAS _RAKU_bo _2_RAKU_nabo _ARITY_1	tá	sF	1
▯ is a loom _BIAS _RAKU_kea _2_RAKU_nekea _ARITY_1	máq	sI	1
▯ is slovakia _BIAS _RAKU_gua _2_RAKU_kıgua _ARITY_1 _CAPS	máq	sI	1
▯ is a heaven _BIAS _RAKU_ga _2_RAKU_suoga _ARITY_1	máq	sI	1
▯ is great awesome impressive _BIAS _RAKU_suoı _ARITY_1	tá	sF	1
▯ is greatly awesomely impressively ▯ _BIAS _RAKU_suoı _ARITY_2	tá	sF	2
▯ tries to satisfy property ▯ which ends up in a hilariously catastrophic failure _BIAS _RAKU_buaq _2_RAKU_suoıbuaq _ARITY_2	hó	sA	2
▯ is a supercomputer _BIAS _RAKU_kea _2_RAKU_daokea _ARITY_1	máq	sI	1
▯ is a disaster catastrophe _BIAS _RAKU_zuom _2_RAKU_suoızuom _ARITY_1	hóq	sF	1
▯ pertains to the culture of finland republic of finland _BIAS _RAKU_suom _ARITY_1 _CAPS	tá	sF	1
▯ is the country finland republic of finland _BIAS _RAKU_gua _2_RAKU_suomgua _ARITY_1 _CAPS	máq	sI	1
▯ entices attracts seduces lures ▯ _BIAS _RAKU_suoq _ARITY_2	tá	sF	2
▯ entices attracts seduces lures ▯ into satisfying property ▯ _BIAS _RAKU_ja _2_RAKU_suoqja _ARITY_3	hó	sA	3
▯ bewitches enchants charms ▯ ▯ casts a spell on ▯ _BIAS _RAKU_re _2_RAKU_suoqre _ARITY_2	hó	sI	2
▯ is a spell charm _BIAS _RAKU_se _2_RAKU_suoqse _ARITY_1	hóq	sF	1
▯ by effort intention entices seduces attracts lures ▯ _BIAS _RAKU_sı _2_RAKU_suoqsı _ARITY_2	hó	sA	2
▯ chants sings speaks magical spell incantation ▯ _BIAS _RAKU_suaq _2_RAKU_suoqsuaq _ARITY_2	hó	sI	2
▯ sucks applies suction on ▯ _BIAS _RAKU_pu _2_RAKU_supu _ARITY_2	hó	sA	2
▯ is a vacuum cleaner or other suction device _BIAS _RAKU_kea _2_RAKU_pukea _ARITY_1	máq	sI	1
▯ vacuums cleans with a vacuum cleaner ▯ _BIAS _RAKU_la _2_RAKU_keala _ARITY_2	máq	sI	2
▯ is yours _BIAS _RAKU_bo _2_RAKU_suqbo _ARITY_1	tá	sF	1
▯ contrasts with or contradicts what you said _BIAS _RAKU_keo _2_RAKU_suqkeo _ARITY_1	hóq	sF	1
▯ includes encompasses extends over ▯ _BIAS _RAKU_ra _2_RAKU_sura _ARITY_2	tá	sI	2
▯ is a lake _BIAS _RAKU_roq _2_RAKU_suroq _ARITY_1	máq	sI	1
▯ is sushi _BIAS _RAKU_shı _2_RAKU_sushı _ARITY_1	máq	sI	1
▯ is a spiral _BIAS _RAKU_zı _2_RAKU_suzı _ARITY_1	tá	sI	1
▯ arrives at satisfying property ▯ _BIAS _RAKU_sha _ARITY_2	tá	sI	2
▯ is a shot of liquor alcohol _BIAS _RAKU_caı _2_RAKU_shacaı _ARITY_1	máq	sI	1
▯ hisses utters a hissing sound _BIAS _RAKU_choa _2_RAKU_shachoa _ARITY_1	hó	sA	1
▯ leaves departs from satisfying property ▯ _BIAS _RAKU_gıq _2_RAKU_shagıq _ARITY_2	tá	sF	2
▯ checks in processes arrival of person ▯ _BIAS _RAKU_guıq _2_RAKU_shaguıq _ARITY_2	hó	sA	2
▯ is a receptionist _BIAS _RAKU_che _2_RAKU_guıqche _ARITY_1	hó	sI	1
▯ is chess _BIAS _RAKU_ha _2_RAKU_shaha _ARITY_1	hóq	sI	1
▯ is a chess player _BIAS _RAKU_che _2_RAKU_hache _ARITY_1	hó	sI	1
▯ is checkered _BIAS _RAKU_reo _2_RAKU_hareo _ARITY_1	máq	sI	1
▯ ceases to be the case ▯ stops ends finishes _BIAS _RAKU_shaı _ARITY_1	hóq	sE	1
▯ is a brake are brakes _BIAS _RAKU_kea _2_RAKU_shaıkea _ARITY_1	máq	sI	1
▯ is an exit _BIAS _RAKU_kıao _2_RAKU_shaıkıao _ARITY_1	máq	sI	1
▯ checks in _BIAS _RAKU_kaı _2_RAKU_shakaı _ARITY_1	hó	sI	1
▯ is paste _BIAS _RAKU_sham _ARITY_1	máq	sI	1
▯ is champagne sparkling white wine _BIAS _RAKU_paq _2_RAKU_shampaq _ARITY_1	máq	sI	1
▯ is an apple _BIAS _RAKU_sham _ARITY_1	máq	sI	1
▯ menstruates _BIAS _RAKU_na _2_RAKU_shana _ARITY_1	hó	sI	1
▯ wants to satisfy property ▯ _BIAS _RAKU_shao _ARITY_2	hó	sI	2
▯ wants ▯ to be the case _BIAS _RAKU_shao _ARITY_2	hó	sI	2
▯ wanted to do ▯ 1 but did ▯ 1 instead _BIAS _RAKU_buaq _2_RAKU_shaobuaq _ARITY_3	hó	sA	3
▯ is good virtuous _BIAS _RAKU_gı _2_RAKU_shaogı _ARITY_1	tá	sF	1
▯ is lazy _BIAS _RAKU_hıaq _2_RAKU_shaohıaq _ARITY_1	hó	sI	1
▯ is bad evil wicked _BIAS _RAKU_huı _2_RAKU_shaohuı _ARITY_1	tá	sF	1
▯ is a wishlist _BIAS _RAKU_kao _2_RAKU_shaokao _ARITY_1	hóq	sI	1
▯ is satisfied as their his her its desire ▯ has been fulfilled _BIAS _RAKU_luı _2_RAKU_shaoluı _ARITY_2	hó	sI	2
▯ satisfies the needs desires standards of evaluator ▯ _BIAS _RAKU_tıao _2_RAKU_shaotıao _ARITY_2	tá	sF	2
▯ is in front of ▯ _BIAS _RAKU_shaq _ARITY_2	tá	sS	2
▯ is a headlight are headlights _BIAS _RAKU_gıo _2_RAKU_shaqgıo _ARITY_1	máq	sI	1
▯ is a computer terminal _BIAS _RAKU_kea _2_RAKU_shaqkea _ARITY_1	máq	sI	1
▯ is a terminal emulator console _BIAS _RAKU_rom _2_RAKU_kearom _ARITY_1	máq	sI	1
▯ is an antechamber vestibule _BIAS _RAKU_kua _2_RAKU_shaqkua _ARITY_1	máq	sI	1
▯ is a vanguard of some army or force _BIAS _RAKU_che _2_RAKU_leoqche _ARITY_1	hó	sI	1
▯ is a prosecutor _BIAS _RAKU_che _2_RAKU_lache _ARITY_1	hó	sI	1
▯ is a prostate _BIAS _RAKU_sheaq _2_RAKU_shaqsheaq _ARITY_1	máq	sI	1
▯ is inside out _BIAS _RAKU_tıa _2_RAKU_shaqtıa _ARITY_1	máq	sI	1
▯ is a positive number _BIAS _RAKU_zıu _2_RAKU_shaqzıu _ARITY_1	hóq	sI	1
▯ reaches its natural conclusion ends at the time and in the way one would expect _BIAS _RAKU_shaı _2_RAKU_shashaı _ARITY_1	hóq	sE	1
▯ disposes of discards bins removes throws out ▯ _BIAS _RAKU_ta _2_RAKU_shata _ARITY_2	hó	sA	2
▯ is a shirt _BIAS _RAKU_tı _2_RAKU_shatı _ARITY_1	máq	sI	1
▯ is empty in aspect ▯ _BIAS _RAKU_shea _ARITY_2	tá	sI	2
▯ is empty of ▯ ▯ doesn t have ▯ in it _BIAS _RAKU_shea _ARITY_2	tá	sS	2
▯ has depression _BIAS _RAKU_bıa _2_RAKU_sheabıa _ARITY_1	hó	sI	1
▯ eats up the contents of ▯ emptying it _BIAS _RAKU_chuq _2_RAKU_sheachuq _ARITY_2	hó	sA	2
▯ is space void vacuum _BIAS _RAKU_goa _2_RAKU_sheagoa _ARITY_1	máq	sI	1
▯ is a wasteland abandoned deserted godforsaken place _BIAS _RAKU_guaq _2_RAKU_sheaguaq _ARITY_1	máq	sI	1
▯ wanders _BIAS _RAKU_koı _2_RAKU_sheakoı _ARITY_1	hó	sA	1
▯ is an astronaut cosmonaut _BIAS _RAKU_che _2_RAKU_sheamche _ARITY_1	hó	sI	1
▯ is outer space _BIAS _RAKU_sheam _ARITY_1	máq	sI	1
▯ is implicit implied tacit _BIAS _RAKU_no _2_RAKU_sheano _ARITY_1	tá	sF	1
▯ drinks up the contents of ▯ emptying it _BIAS _RAKU_pıe _2_RAKU_sheapıe _ARITY_2	hó	sA	2
▯ stands _BIAS _RAKU_sheaq _ARITY_1	hó	sI	1
▯ stands on ▯ _BIAS _RAKU_sheaq _ARITY_2	tá	sI	2
▯ is a pressure plate _BIAS _RAKU_cıoq _2_RAKU_sheaqcıoq _ARITY_1	máq	sI	1
▯ is tall _BIAS _RAKU_sao _2_RAKU_sheaqsao _ARITY_1	tá	sS	1
▯ feels the sort of frustration that comes from repeatedly trying to stand something up or balance something on its end and repeatedly failing _BIAS _RAKU_meo _2_RAKU_buaqmeo _ARITY_1	hó	sI	1
▯ spaces out daydreams _BIAS _RAKU_sı _2_RAKU_sheası _ARITY_1	hó	sI	1
▯ is a przewalski s horse equus ferus przewalskii _BIAS _RAKU_ku _2_RAKU_'eku _ARITY_1	hó	sI	1
▯ is a przewalski s horse equus ferus przewalskii _BIAS _RAKU_ku _2_RAKU_'eku _ARITY_1	hó	sI	1
▯ is a przewalski s horse equus ferus przewalskii _BIAS _RAKU_ku _2_RAKU_heku _ARITY_1	hó	sI	1
▯ is free to do ▯ _BIAS _RAKU_sheı _ARITY_2	hó	sI	2
▯ is free time ▯ is free time for ▯ _BIAS _RAKU_daq _2_RAKU_sheıdaq _ARITY_2	hóq	sI	2
▯ are immortal in go an arrangement of stones which could never be captured even if the opponent were allowed to take infinite turns in a row and allowed to ignore the ko rule _BIAS _RAKU_ga _2_RAKU_sheıga _ARITY_1	máq	sI	1
▯ is life death in go the study of the conditions under which a surrounded group of stones can become alive immortal _BIAS _RAKU_dıu _2_RAKU_gadıu _ARITY_1	hóq	sI	1
▯ freethinks ▯ forms their own ideas and opinions rather than accepting those of other people or traditional social or religious belief systems ▯ practices performs freethought _BIAS _RAKU_sheım _ARITY_1	hó	sI	1
▯ is a freethinker _BIAS _RAKU_he _2_RAKU_sheımhe _ARITY_1	hó	sI	1
▯ is a gyroscope _BIAS _RAKU_kea _2_RAKU_sheımkea _ARITY_1	máq	sI	1
▯ liberates ▯ ▯ liberates ▯ such that they are now free to satisfy property ▯ _BIAS _RAKU_tua _2_RAKU_sheıtua _ARITY_3	hó	sI	3
▯ fears that even if they tried to apologize for ▯ no one would accept it or wish to continue interacting with them _BIAS _RAKU_te _2_RAKU_kute _ARITY_2	hó	sI	2
▯ regrets satisfying property ▯ _BIAS _RAKU_sheo _ARITY_2	hó	sI	2
▯ apologizes to ▯ for satisfying property ▯ _BIAS _RAKU_kuq _2_RAKU_sheokuq _ARITY_3	hó	sA	3
▯ says sorry to ▯ _BIAS _RAKU_kuq _2_RAKU_sheokuq _ARITY_2	hó	sA	2
▯ is apologetic defensive prone to feel sorry _BIAS _RAKU_sheom _ARITY_1	hó	sI	1
▯ is a sword dagger knife bladed weapon _BIAS _RAKU_sheq _ARITY_1	máq	sI	1
▯ is a swordsperson user of bladed weapons _BIAS _RAKU_che _2_RAKU_sheqche _ARITY_1	hó	sI	1
▯ is of the spades suit _BIAS _RAKU_kuo _2_RAKU_sheqkuo _ARITY_1	máq	sI	1
▯ is a swordsperson user of bladed weapons _BIAS _RAKU_poq _2_RAKU_sheqpoq _ARITY_1	hó	sI	1
▯ is a modal verb word _BIAS _RAKU_toa _2_RAKU_shetoa _ARITY_1	hóq	sI	1
▯ is an open set _BIAS _RAKU_sheum _ARITY_1	hóq	sI	1
▯ is saltpeter saltpetre niter _BIAS _RAKU_pıo _2_RAKU_sheupıo _ARITY_1	máq	sI	1
▯ is one in number _BIAS _RAKU_shı _ARITY_1	tá	sF	1
▯ is glass _BIAS _RAKU_shıa _ARITY_1	máq	sI	1
▯ is a glass container _BIAS _RAKU_bıo _2_RAKU_shıabıo _ARITY_1	máq	sI	1
▯ is a glass pane _BIAS _RAKU_boe _2_RAKU_shıaboe _ARITY_1	máq	sI	1
▯ disappears leaves perception _BIAS _RAKU_shıao _ARITY_1	tá	sI	1
▯ is a glass shard ▯ is a piece of broken glass _BIAS _RAKU_se _2_RAKU_poaqse _ARITY_1	máq	sI	1
▯ is a leg _BIAS _RAKU_shıaq _ARITY_1	máq	sI	1
▯ is a sudden leg cramp charley horse _BIAS _RAKU_fa _2_RAKU_tefa _ARITY_1	hóq	sF	1
▯ is a dictator despot autocrat tyrant _BIAS _RAKU_che _2_RAKU_caqche _ARITY_1	hó	sI	1
▯ satisfy property ▯ individually one by one _BIAS _RAKU_cha _2_RAKU_shıcha _ARITY_2	tá	sF	2
▯ is a mayfly order ephemeroptera _BIAS _RAKU_shoaı _2_RAKU_chaqshoaı _ARITY_1	hó	sI	1
▯ happens once one time _BIAS _RAKU_chıo _2_RAKU_shıchıo _ARITY_1	hóq	sP	1
▯ is awake _BIAS _RAKU_shıe _ARITY_1	hó	sI	1
▯ has insomnia _BIAS _RAKU_bıa _2_RAKU_shıebıa _ARITY_1	hó	sI	1
▯ daydreams ▯ _BIAS _RAKU_gaı _2_RAKU_shıegaı _ARITY_2	hó	sI	2
▯ wakes up ▯ _BIAS _RAKU_ja _2_RAKU_shıeja _ARITY_2	tá	sF	2
▯ is an alarm clock _BIAS _RAKU_jam _2_RAKU_shıejam _ARITY_1	máq	sI	1
▯ wakes up _BIAS _RAKU_sho _2_RAKU_shıesho _ARITY_1	hó	sI	1
▯ is a sleep schedule of ▯ _BIAS _RAKU_teı _2_RAKU_shıeteı _ARITY_2	hóq	sI	2
▯ is a stimulant drug of use _BIAS _RAKU_zuo _2_RAKU_shıezuo _ARITY_1	máq	sI	1
▯ is a protozoan _BIAS _RAKU_geaı _2_RAKU_shıgeaı _ARITY_1	máq	sI	1
▯ introduces establishes presents ▯ for the first time _BIAS _RAKU_jo _2_RAKU_shıjo _ARITY_2	hóq	sA	2
▯ talks to themself monologues _BIAS _RAKU_keoı _2_RAKU_shıkeoı _ARITY_1	hó	sA	1
▯ is first among ▯ _BIAS _RAKU_ko _2_RAKU_shıko _ARITY_2	tá	sF	2
▯ is a nose _BIAS _RAKU_shım _ARITY_1	máq	sI	1
▯ is a gas state of matter _BIAS _RAKU_na _2_RAKU_shına _ARITY_1	máq	sI	1
▯ is a boule single crystal _BIAS _RAKU_pıo _2_RAKU_nhuopıo _ARITY_1	máq	sI	1
▯ is a hip shoulder _BIAS _RAKU_shıo _ARITY_1	máq	sI	1
▯ is life force spirit vital energy qi prana _BIAS _RAKU_shıoq _ARITY_1	máq	sI	1
▯ is lively vigorous spirited _BIAS _RAKU_caı _2_RAKU_shıoqcaı _ARITY_1	hó	sI	1
▯ is apathetic dispirited depressed _BIAS _RAKU_rue _2_RAKU_shıoqrue _ARITY_1	hó	sI	1
▯ smells ▯ _BIAS _RAKU_shıq _ARITY_2	hó	sI	2
▯ is olfactory ▯ pertains to the sense of smell olfaction _BIAS _RAKU_shıq _ARITY_1	tá	sF	1
▯ is a nasal stop plosive _BIAS _RAKU_laq _2_RAKU_boqlaq _ARITY_1	tá	sF	1
▯ is fragrant redolent aromatic _BIAS _RAKU_caı _2_RAKU_shıqcaı _ARITY_1	tá	sI	1
▯ smells beautiful _BIAS _RAKU_de _2_RAKU_shıqde _ARITY_1	tá	sS	1
▯ seems to be the case olfactorily judging by scent _BIAS _RAKU_du _2_RAKU_shıqdu _ARITY_1	hóq	sP	1
▯ smells state of affairs ▯ _BIAS _RAKU_gaı _2_RAKU_shıqgaı _ARITY_2	hó	sI	2
what does ▯ smell like how does ▯ smell _BIAS _RAKU_hıa _2_RAKU_shıqhıa _ARITY_2	tá	sF	2
▯ is a nose _BIAS _RAKU_hua _2_RAKU_shıqhua _ARITY_1	máq	sI	1
▯ picks their nose _BIAS _RAKU_huaı _2_RAKU_huahuaı _ARITY_1	hó	sA	1
▯ is a rhinoceros rhinocerotidae _BIAS _RAKU_sıu _2_RAKU_tuaqsıu _ARITY_1	hó	sI	1
▯ is olfactorily non stimulating bland ▯ is not much at all to smell _BIAS _RAKU_kom _2_RAKU_shıqkom _ARITY_1	tá	sI	1
▯ is an odor an olfactory quale _BIAS _RAKU_nhuaı _2_RAKU_shıqnhuaı _ARITY_1	hóq	sF	1
▯ is an odorant _BIAS _RAKU_toaı _2_RAKU_shıqtoaı _ARITY_1	máq	sI	1
▯ is an individual _BIAS _RAKU_raı _2_RAKU_shıraı _ARITY_1	tá	sI	1
▯ is a single raku word has cv v q or c v f shape _BIAS _RAKU_ku _2_RAKU_raku _ARITY_1	hóq	sI	1
▯ has one color ▯ is monochromatic _BIAS _RAKU_bo _2_RAKU_reobo _ARITY_1	máq	sI	1
▯ is a unicycle _BIAS _RAKU_sıoq _2_RAKU_shısıoq _ARITY_1	máq	sI	1
▯ merges blends together becomes one _BIAS _RAKU_sho _2_RAKU_shısho _ARITY_1	tá	sF	1
▯ is city pop music _BIAS _RAKU_pu _2_RAKU_popu _ARITY_1	hóq	sI	1
▯ is a unicorn _BIAS _RAKU_tuaq _2_RAKU_shıtuaq _ARITY_1	hó	sI	1
▯ is before in the past of ▯ _BIAS _RAKU_shıu _ARITY_2	hóq	sE	2
